hostgene_chrom,hostgene_TxStarts,hostgene_TxEnds,hostgene_cdsStart,hostgene_cdsEnd,hostgene_strand,hostgene_Name,hostgene_NCBI_ID,miR_chrom,miR_exonStarts,miR_exonEnds,miR_type,miR_name,miR_strand,gene_type,pre_mRNA_length
chr17,40177009,40195650,40177055,40193788,+,RAPGEFL1,NM_001303533.2,chr17,40193597,40193663,miRNA_primary_transcript,hsa-mir-6867,+,protein-coding gene,18641.0
chr17,42810131,42824282,42810901,42823877,-,BECN1,XM_017025264.3,chr17,42823880,42823943,miRNA_primary_transcript,hsa-mir-6781,-,protein-coding gene,14151.0
chr17,44205039,44219675,44207241,44218229,-,UBTF,NM_014233.4,chr17,44207771,44207839,miRNA_primary_transcript,hsa-mir-6782,-,protein-coding gene,14636.0
chr17,44924710,44947606,44926079,44947233,-,KIF18B,XM_011524388.3,chr17,44934618,44934681,miRNA_primary_transcript,hsa-mir-6783,-,protein-coding gene,22896.0
chr17,48026166,48037797,48026427,48037777,-,COPZ2,NM_016429.4,chr17,48037161,48037247,miRNA_primary_transcript,hsa-mir-152,-,protein-coding gene,11631.0
chr17,48548869,48582379,48550333,48564680,-,HOXB3,XM_047435901.1,chr17,48579838,48579947,miRNA_primary_transcript,hsa-mir-10a,-,protein-coding gene,33510.0
chr17,49495292,49515008,49495417,49513009,+,NGFR,NM_002507.4,chr17,49510817,49510900,miRNA_primary_transcript,hsa-mir-6165,+,protein-coding gene,19716.0
chr17,64498253,64505937,64499922,64505789,-,DDX5,NM_001320597.2,chr17,64500774,64500839,miRNA_primary_transcript,hsa-mir-3064,-,protein-coding gene,7684.0
chr17,64498253,64505937,64499922,64505789,-,DDX5,NM_001320597.2,chr17,64501214,64501313,miRNA_primary_transcript,hsa-mir-5047,-,protein-coding gene,7684.0
chr17,68421280,68450695,68421772,68444538,-,WIPI1,XM_017024808.2,chr17,68424451,68424548,miRNA_primary_transcript,hsa-mir-635,-,protein-coding gene,29415.0
chr17,69078701,69141895,69078972,69140703,-,ABCA6,NM_080284.3,chr17,69099564,69099632,miRNA_primary_transcript,hsa-mir-4524a,-,protein-coding gene,63194.0
chr17,76081015,76103571,76083647,76103363,-,EXOC7,NM_001282313.2,chr17,76098019,76098076,miRNA_primary_transcript,hsa-mir-6868,-,protein-coding gene,22556.0
chr17,80415166,80428589,80415194,80428459,+,ENDOV,XM_017024510.2,chr17,80419418,80419493,miRNA_primary_transcript,hsa-mir-4730,+,protein-coding gene,13423.0
chr17,81684010,81702121,81684066,81701618,+,HGS,NM_004712.5,chr17,81693757,81693869,miRNA_primary_transcript,hsa-mir-6786,+,protein-coding gene,18111.0
chr17,82217933,82240086,82236008,82238976,+,SLC16A3,XM_024451023.2,chr17,82236668,82236728,miRNA_primary_transcript,hsa-mir-6787,+,protein-coding gene,22153.0
chr17,82654972,82698698,82657862,82698596,-,RAB40B,NM_006822.3,chr17,82668233,82668307,miRNA_primary_transcript,hsa-mir-4525,-,protein-coding gene,43726.0
chr18,5954716,6414616,5956219,6311625,-,L3MBTL4,XM_047437917.1,chr18,6374361,6374425,miRNA_primary_transcript,hsa-mir-4317,-,protein-coding gene,459900.0
chr18,13217681,13652751,13387722,13645657,+,LDLRAD4,NM_001394666.1,chr18,13459947,13460026,miRNA_primary_transcript,hsa-mir-5190,+,protein-coding gene,435070.0
chr18,13217681,13652751,13387722,13645657,+,LDLRAD4,NM_001394666.1,chr18,13611114,13611200,miRNA_primary_transcript,hsa-mir-4526,+,protein-coding gene,435070.0
chr18,35580921,35711834,35654662,35709770,+,GALNT1,NM_001384438.1,chr18,35591737,35591806,miRNA_primary_transcript,hsa-mir-3975,+,protein-coding gene,130913.0
chr18,49036386,49460645,49044054,49430394,-,DYM,NM_001374428.1,chr18,49049687,49049768,miRNA_primary_transcript,hsa-mir-4744,-,protein-coding gene,424259.0
chr18,52340196,53535899,52340787,53530653,+,DCC,XM_047437311.1,chr18,53237101,53237190,miRNA_primary_transcript,hsa-mir-4528,+,protein-coding gene,1195703.0
chr18,5748798,5885455,5885455,5885455,+,MIR3976HG,NR_172502.1,chr18,5840695,5840833,miRNA_primary_transcript,hsa-mir-3976,+,non-coding gene,136657.0
chr18,10670246,11149569,10671526,11148588,-,PIEZO2,XM_011525723.4,chr18,10759584,10759649,miRNA_primary_transcript,hsa-mir-6788,-,protein-coding gene,479323.0
chr18,14748171,14848854,14748419,14848761,+,ANKRD30B,XM_011525665.3,chr18,14830166,14830242,miRNA_primary_transcript,hsa-mir-3156-2,+,protein-coding gene,100683.0
chr18,26454909,26640344,26455742,26501235,-,KCTD1,NM_198991.4,chr18,26591467,26591535,miRNA_primary_transcript,hsa-mir-8057,-,protein-coding gene,185435.0
chr18,39206923,39751995,39751995,39751995,-,MIR924HG,NR_024391.1,chr18,39622123,39622175,miRNA_primary_transcript,hsa-mir-924,-,non-coding gene,545072.0
chr18,39206923,39751995,39751995,39751995,-,MIR924HG,NR_024391.1,chr18,39676719,39676777,miRNA_primary_transcript,hsa-mir-5583-2,-,non-coding gene,545072.0
chr18,47285723,47594550,47594550,47594550,+,MIR4527HG,NR_147192.1,chr18,47380496,47380565,miRNA_primary_transcript,hsa-mir-4527,+,non-coding gene,308827.0
chr18,48539030,48863217,48619565,48859559,+,CTIF,NM_014772.3,chr18,48670600,48670668,miRNA_primary_transcript,hsa-mir-4743,+,protein-coding gene,324187.0
chr18,49822788,50195147,49826470,50194793,-,MYO5B,NM_001080467.3,chr18,50126499,50126563,miRNA_primary_transcript,hsa-mir-4320,-,protein-coding gene,372359.0
chr18,72742313,72867987,72749027,72799730,-,NETO1,NM_001354018.2,chr18,72853321,72853382,miRNA_primary_transcript,hsa-mir-548av,-,protein-coding gene,125674.0
chr18,3877824,3887297,3887297,3887297,+,LOC124904238,XR_007066270.1,chr18,3885353,3885432,miRNA_primary_transcript,hsa-mir-6718,+,non-coding gene,9473.0
chr18,55452532,55482940,55482940,55482940,+,TCF4-AS1,NR_132985.1,chr18,55479221,55479298,miRNA_primary_transcript,hsa-mir-4529,+,non-coding gene,30408.0
chr19,8374375,8390691,8390691,8390691,-,RAB11B-AS1,NR_038237.1,chr19,8389290,8389380,miRNA_primary_transcript,hsa-mir-4999,-,non-coding gene,16316.0
chr19,7595862,7618304,7596002,7618057,+,CAMSAP3,NM_020902.2,chr19,7617439,7617505,miRNA_primary_transcript,hsa-mir-6792,+,protein-coding gene,22442.0
chr19,10718078,10831903,10718242,10831047,+,DNM2,NM_001005362.3,chr19,10718404,10718503,miRNA_primary_transcript,hsa-mir-638,+,protein-coding gene,113825.0
chr19,10718078,10831903,10718242,10831047,+,DNM2,NM_001005362.3,chr19,10780254,10780335,miRNA_primary_transcript,hsa-mir-4748,+,protein-coding gene,113825.0
chr19,10718078,10831903,10718242,10831047,+,DNM2,NM_001005362.3,chr19,10828973,10829035,miRNA_primary_transcript,hsa-mir-6793,+,protein-coding gene,113825.0
chr19,12838514,12874952,12838572,12874870,+,MAST1,NM_014975.3,chr19,12852260,12852327,miRNA_primary_transcript,hsa-mir-6794,+,protein-coding gene,36438.0
chr19,19385842,19508932,19492607,19505474,+,GATAD2A,NM_001384540.1,chr19,19435063,19435158,miRNA_primary_transcript,hsa-mir-640,+,protein-coding gene,123090.0
chr19,40230316,40285345,40233871,40265267,-,AKT2,NM_001626.6,chr19,40282543,40282641,miRNA_primary_transcript,hsa-mir-641,-,protein-coding gene,55029.0
chr19,40348694,40378485,40366483,40378173,+,PLD3,NM_001031696.4,chr19,40369846,40369907,miRNA_primary_transcript,hsa-mir-6796,+,protein-coding gene,29791.0
chr19,42325634,42378765,42326243,42376775,+,MEGF8,NM_001410.3,chr19,42351131,42351205,miRNA_primary_transcript,hsa-mir-8077,+,protein-coding gene,53131.0
chr19,45609399,45639397,45609662,45638617,-,EML2,NM_001352054.2,chr19,45638994,45639087,miRNA_primary_transcript,hsa-mir-330,-,protein-coding gene,29998.0
chr19,49676152,49688447,49679898,49688245,+,PRMT1,XM_047438743.1,chr19,49682117,49682195,miRNA_primary_transcript,hsa-mir-5088,+,protein-coding gene,12295.0
chr19,51186907,51271167,51271167,51271167,-,LOC107985327,XR_007067309.1,chr19,51206929,51207009,miRNA_primary_transcript,hsa-mir-8074,-,non-coding gene,84260.0
chr19,53738838,53752638,53752638,53752638,+,LOC124904765,XR_007067334.1,chr19,53739333,53739419,miRNA_primary_transcript,hsa-mir-518a-2,+,non-coding gene,13800.0
chr19,53738838,53752638,53752638,53752638,+,LOC124904765,XR_007067334.1,chr19,53741313,53741407,miRNA_primary_transcript,hsa-mir-517c,+,non-coding gene,13800.0
chr19,53738838,53752638,53752638,53752638,+,LOC124904765,XR_007067334.1,chr19,53742512,53742599,miRNA_primary_transcript,hsa-mir-520h,+,non-coding gene,13800.0
chr19,53738838,53752638,53752638,53752638,+,LOC124904765,XR_007067334.1,chr19,53748636,53748722,miRNA_primary_transcript,hsa-mir-521-1,+,non-coding gene,13800.0
chr19,53738838,53752638,53752638,53752638,+,LOC124904765,XR_007067334.1,chr19,53751211,53751297,miRNA_primary_transcript,hsa-mir-522,+,non-coding gene,13800.0
chr19,58326993,58342332,58334802,58338868,+,ZSCAN22,XM_017026746.2,chr19,58334688,58334751,miRNA_primary_transcript,hsa-mir-6806,+,protein-coding gene,15339.0
chr19,797451,812312,797497,810826,+,PTBP1,NM_031991.4,chr19,804940,805001,miRNA_primary_transcript,hsa-mir-4745,+,protein-coding gene,14861.0
chr19,2229980,2236329,2230162,2236248,-,PLEKHJ1,NM_001300836.3,chr19,2234062,2234149,miRNA_primary_transcript,hsa-mir-1227,-,protein-coding gene,6349.0
chr19,2428165,2456959,2430910,2456933,-,LMNB2,NM_032737.4,chr19,2434914,2435000,miRNA_primary_transcript,hsa-mir-7108,-,protein-coding gene,28794.0
chr19,3958452,3971099,3959100,3969735,-,DAPK3,NM_001348.3,chr19,3961414,3961512,miRNA_primary_transcript,hsa-mir-637,-,protein-coding gene,12647.0
chr19,4769104,4772556,4772556,4772556,+,MIR7-3HG,NR_027148.1,chr19,4770670,4770779,miRNA_primary_transcript,hsa-mir-7-3,+,non-coding gene,3452.0
chr19,4903079,4962154,4910885,4960803,+,UHRF1,NM_001290050.2,chr19,4932687,4932740,miRNA_primary_transcript,hsa-mir-4747,+,protein-coding gene,59075.0
chr19,6379571,6392412,6380280,6392288,-,GTF2F1,XM_047438710.1,chr19,6389638,6389703,miRNA_primary_transcript,hsa-mir-6885,-,protein-coding gene,12841.0
chr19,6379571,6393164,6380280,6392995,-,GTF2F1,NM_002096.3,chr19,6392921,6392983,miRNA_primary_transcript,hsa-mir-6790,-,protein-coding gene,13593.0
chr19,6729913,6737302,6730311,6733298,-,GPR108,NM_001394715.1,chr19,6736712,6736778,miRNA_primary_transcript,hsa-mir-6791,-,protein-coding gene,7389.0
chr19,10543903,10553418,10544090,10553067,+,ATG4D,XM_006722927.2,chr19,10552122,10552204,miRNA_primary_transcript,hsa-mir-1238,+,protein-coding gene,9515.0
chr19,11089462,11120233,11089548,11120177,+,LDLR,XM_047438831.1,chr19,11113474,11113534,miRNA_primary_transcript,hsa-mir-6886,+,protein-coding gene,30771.0
chr19,11483428,11505839,11483681,11505786,-,ZNF653,NM_138783.4,chr19,11495544,11495622,miRNA_primary_transcript,hsa-mir-7974,-,protein-coding gene,22411.0
chr19,12938608,12944489,12938679,12943913,+,CALR,NM_004343.4,chr19,12940484,12940540,miRNA_primary_transcript,hsa-mir-6515,+,protein-coding gene,5881.0
chr19,13862035,13880757,13880757,13880757,+,NANOS3,NR_146095.2,chr19,13874699,13874808,miRNA_primary_transcript,hsa-mir-181c,+,non-coding gene,18722.0
chr19,13862035,13880757,13880757,13880757,+,NANOS3,NR_146095.2,chr19,13874875,13875011,miRNA_primary_transcript,hsa-mir-181d,+,non-coding gene,18722.0
chr19,15159037,15200995,15160661,15200905,-,NOTCH3,NM_000435.3,chr19,15179283,15179350,miRNA_primary_transcript,hsa-mir-6795,-,protein-coding gene,41958.0
chr19,18386157,18389176,18386189,18388935,+,GDF15,NM_004864.4,chr19,18386562,18386634,miRNA_primary_transcript,hsa-mir-3189,+,protein-coding gene,3019.0
chr19,20398657,20424965,20424965,20424965,-,ZNF826P,NR_036455.1,chr19,20399272,20399354,miRNA_primary_transcript,hsa-mir-1270,-,non-coding gene,26308.0
chr19,39825349,39833179,39825714,39831867,-,DYRK1B,XM_005259398.5,chr19,39829716,39829802,miRNA_primary_transcript,hsa-mir-6719,-,protein-coding gene,7830.0
chr19,41860254,41872925,41860774,41871377,+,RPS19,NM_001022.4,chr19,41869627,41869698,miRNA_primary_transcript,hsa-mir-6797,+,protein-coding gene,12671.0
chr19,42086109,42177306,42091256,42122568,-,POU2F2,NM_001393934.1,chr19,42133445,42133513,miRNA_primary_transcript,hsa-mir-4323,-,protein-coding gene,91197.0
chr19,45668220,45677988,45669520,45677910,+,GIPR,XM_047438603.1,chr19,45674928,45675024,miRNA_primary_transcript,hsa-mir-642a,+,protein-coding gene,9768.0
chr19,46674315,46714320,46674522,46710946,-,PRKD2,NM_001079882.2,chr19,46709282,46709354,miRNA_primary_transcript,hsa-mir-320e,-,protein-coding gene,40005.0
chr19,47220823,47230346,47221801,47230249,-,BBC3,XM_011526722.3,chr19,47226944,47227019,miRNA_primary_transcript,hsa-mir-3191,-,protein-coding gene,9523.0
chr19,48993447,49015995,49004288,49015842,+,RUVBL2,NM_001321191.1,chr19,49009906,49009972,miRNA_primary_transcript,hsa-mir-6798,+,protein-coding gene,22548.0
chr19,49289637,49311070,49290122,49310484,-,SLC6A16,XM_011526861.4,chr19,49308797,49308868,miRNA_primary_transcript,hsa-mir-4324,-,protein-coding gene,21433.0
chr19,49767000,49807114,49767133,49806758,+,AP2A1,NM_130787.3,chr19,49791866,49791934,miRNA_primary_transcript,hsa-mir-6799,+,protein-coding gene,40114.0
chr19,49850704,49860059,49850880,49859103,+,PTOV1,XM_047438940.1,chr19,49854591,49854651,miRNA_primary_transcript,hsa-mir-4749,+,protein-coding gene,9355.0
chr19,52190051,52229518,52190096,52225981,+,PPP2R1A,NM_014225.6,chr19,52222020,52222098,miRNA_primary_transcript,hsa-mir-6801,+,protein-coding gene,39467.0
chr19,52269586,52296046,52269613,52291198,+,ZNF766,NM_001010851.3,chr19,52281797,52281893,miRNA_primary_transcript,hsa-mir-643,+,protein-coding gene,26460.0
chr19,53648047,53670939,53670939,53670939,+,LOC107985342,XR_001753996.2,chr19,53666679,53666762,miRNA_primary_transcript,hsa-mir-512-1,+,non-coding gene,22892.0
chr19,53648047,53670939,53670939,53670939,+,LOC107985342,XR_001753996.2,chr19,53669157,53669254,miRNA_primary_transcript,hsa-mir-512-2,+,non-coding gene,22892.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53671968,53672040,miRNA_primary_transcript,hsa-mir-1323,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53674197,53674320,miRNA_primary_transcript,hsa-mir-498,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53675711,53675797,miRNA_primary_transcript,hsa-mir-520e,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53679003,53679085,miRNA_primary_transcript,hsa-mir-515-1,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53679940,53680023,miRNA_primary_transcript,hsa-mir-519e,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53682159,53682245,miRNA_primary_transcript,hsa-mir-520f,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53685009,53685091,miRNA_primary_transcript,hsa-mir-515-2,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53686469,53686555,miRNA_primary_transcript,hsa-mir-519c,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53688481,53688567,miRNA_primary_transcript,hsa-mir-1283-1,+,non-coding gene,46575.0
chr19,53648047,53694622,53694622,53694622,+,LOC107985342,XR_007067332.1,chr19,53690881,53690965,miRNA_primary_transcript,hsa-mir-520a,+,non-coding gene,46575.0
chr19,53700669,53708309,53708309,53708309,+,LOC107985346,XR_001753998.1,chr19,53701227,53701287,miRNA_primary_transcript,hsa-mir-520b,+,non-coding gene,7640.0
chr19,53700669,53708309,53708309,53708309,+,LOC107985346,XR_001753998.1,chr19,53702737,53702819,miRNA_primary_transcript,hsa-mir-518b,+,non-coding gene,7640.0
chr19,53700669,53708309,53708309,53708309,+,LOC107985346,XR_001753998.1,chr19,53706252,53706336,miRNA_primary_transcript,hsa-mir-526a-1,+,non-coding gene,7640.0
chr19,53700669,53708309,53708309,53708309,+,LOC107985346,XR_001753998.1,chr19,53707453,53707539,miRNA_primary_transcript,hsa-mir-520c,+,non-coding gene,7640.0
chr19,53756237,53764199,53764199,53764199,+,LOC124904766,XR_007067335.1,chr19,53758232,53758318,miRNA_primary_transcript,hsa-mir-1283-2,+,non-coding gene,7962.0
chr19,53756237,53764199,53764199,53764199,+,LOC124904766,XR_007067335.1,chr19,53761133,53761222,miRNA_primary_transcript,hsa-mir-516a-2,+,non-coding gene,7962.0
chr19,53756237,53764199,53764199,53764199,+,LOC124904766,XR_007067335.1,chr19,53762344,53762430,miRNA_primary_transcript,hsa-mir-519a-2,+,non-coding gene,7962.0
chr19,55228217,55255773,55228766,55247103,-,PPP6R1,XM_047438430.1,chr19,55230885,55230952,miRNA_primary_transcript,hsa-mir-6804,-,protein-coding gene,27556.0
chr19,55228217,55255773,55228766,55247103,-,PPP6R1,XM_047438430.1,chr19,55239912,55239976,miRNA_primary_transcript,hsa-mir-6802,-,protein-coding gene,27556.0
chr19,55228217,55255773,55228766,55247103,-,PPP6R1,XM_047438430.1,chr19,55245186,55245250,miRNA_primary_transcript,hsa-mir-6803,-,protein-coding gene,27556.0
chr19,58544063,58550715,58544757,58550553,+,TRIM28,NM_005762.3,chr19,58550285,58550376,miRNA_primary_transcript,hsa-mir-6807,+,protein-coding gene,6652.0
chr20,46894842,47188844,46990010,47188133,+,EYA2,XM_005260327.3,chr20,47166967,47167058,miRNA_primary_transcript,hsa-mir-3616,+,protein-coding gene,294002.0
chr20,1309908,1393172,1393172,1393172,-,FKBP1A-SDCBP2,NR_037661.1,chr20,1392900,1392961,miRNA_primary_transcript,hsa-mir-6869,-,non-coding gene,83264.0
chr20,18467389,18481756,18467506,18481655,+,POLR3F,XM_047439836.1,chr20,18470615,18470691,miRNA_primary_transcript,hsa-mir-3192,+,protein-coding gene,14367.0
chr20,33993910,34084884,34072074,34078549,+,RALY,XM_047440016.1,chr20,34049119,34049190,miRNA_primary_transcript,hsa-mir-4755,+,protein-coding gene,90974.0
chr20,34363272,34479722,34393811,34477864,+,ITCH,XM_047440538.1,chr20,34466325,34466418,miRNA_primary_transcript,hsa-mir-644a,+,protein-coding gene,116450.0
chr20,34955867,35002437,34978005,35002188,+,MYH7B,NM_020884.7,chr20,34990376,34990497,miRNA_primary_transcript,hsa-mir-499a,+,protein-coding gene,46570.0
chr20,38472842,38578858,38488432,38574967,+,RALGAPB,NM_001282917.2,chr20,38516563,38516632,miRNA_primary_transcript,hsa-mir-548o-2,+,protein-coding gene,106016.0
chr20,41137542,41172289,41137641,41170231,+,PLCG1,XM_047440208.1,chr20,41169023,41169078,miRNA_primary_transcript,hsa-mir-6871,+,protein-coding gene,34747.0
chr20,44355698,44434596,44355804,44429665,+,HNF4A,NM_001030003.3,chr20,44408120,44408203,miRNA_primary_transcript,hsa-mir-3646,+,protein-coding gene,78898.0
chr20,50586107,50636793,50587231,50630847,-,RIPOR3,NM_080829.4,chr20,50614636,50614785,miRNA_primary_transcript,hsa-mir-1302-5,-,protein-coding gene,50686.0
chr20,51386962,51542719,51398686,51542499,-,NFATC2,NM_012340.5,chr20,51452905,51452977,miRNA_primary_transcript,hsa-mir-3194,-,protein-coding gene,155757.0
chr20,53943540,54070594,53944921,54058718,-,BCAS1,NM_001366298.2,chr20,54068408,54068485,miRNA_primary_transcript,hsa-mir-4756,-,protein-coding gene,127054.0
chr20,57274357,57329664,57329664,57329664,-,LOC105372687,XR_007067670.1,chr20,57321502,57321591,miRNA_primary_transcript,hsa-mir-4325,-,non-coding gene,55307.0
chr20,60138491,60322256,60322256,60322256,+,MIR646HG,NR_046099.1,chr20,60308474,60308567,miRNA_primary_transcript,hsa-mir-646,+,non-coding gene,183765.0
chr20,3888780,3929887,3908170,3923294,+,PANK2,NM_024960.6,chr20,3917494,3917571,miRNA_primary_transcript,hsa-mir-103a-2,+,protein-coding gene,41107.0
chr20,10637683,10673999,10639497,10673530,-,JAG1,NM_000214.3,chr20,10649636,10649695,miRNA_primary_transcript,hsa-mir-6870,-,protein-coding gene,36316.0
chr20,26187018,26209233,26209233,26209233,-,MIR663AHG,NR_040095.1,chr20,26208186,26208278,miRNA_primary_transcript,hsa-mir-663a,-,non-coding gene,22215.0
chr20,35433346,35454749,35433908,35437928,-,GDF5,NM_001319138.2,chr20,35453954,35454097,miRNA_primary_transcript,hsa-mir-1289-1,-,protein-coding gene,21403.0
chr20,45416140,45426241,45416156,45425826,+,PIGT,NM_001184730.3,chr20,45425510,45425573,miRNA_primary_transcript,hsa-mir-6812,+,protein-coding gene,10101.0
chr20,49812827,49886565,49812922,49885623,+,SLC9A8,XM_017027754.3,chr20,49863859,49863953,miRNA_primary_transcript,hsa-mir-12122,+,protein-coding gene,73738.0
chr20,62550452,62570764,62570764,62570764,+,MIR1-1HG,NR_171007.1,chr20,62554306,62554376,miRNA_primary_transcript,hsa-mir-1-1,+,non-coding gene,20312.0
chr20,63235904,63240495,63236096,63239605,+,BIRC7,NM_022161.4,chr20,63238779,63238842,miRNA_primary_transcript,hsa-mir-3196,+,protein-coding gene,4591.0
chr20,63272812,63289790,63275629,63287873,+,ARFGAP1,NM_001281483.2,chr20,63286808,63286866,miRNA_primary_transcript,hsa-mir-4326,+,protein-coding gene,16978.0
chr20,63939828,63945526,63939975,63944725,-,UCKL1,XM_047440243.1,chr20,63942631,63942726,miRNA_primary_transcript,hsa-mir-647,-,protein-coding gene,5698.0
chr20,64073180,64077260,64073852,64077226,-,RGS19,XM_011528484.3,chr20,64076955,64077010,miRNA_primary_transcript,hsa-mir-6813,-,protein-coding gene,4080.0
chr21,16070487,16610777,16610777,16610777,+,MIR99AHG,NR_136542.1,chr21,16539089,16539169,miRNA_primary_transcript,hsa-mir-99a,+,non-coding gene,540290.0
chr21,16070487,16610777,16610777,16610777,+,MIR99AHG,NR_136542.1,chr21,16539828,16539911,miRNA_primary_transcript,hsa-let-7c,+,non-coding gene,540290.0
chr21,16070487,16610777,16610777,16610777,+,MIR99AHG,NR_136542.1,chr21,16590237,16590325,miRNA_primary_transcript,hsa-mir-125b-2,+,non-coding gene,540290.0
chr21,18561264,18759812,18759812,18759812,-,MIR548XHG,NR_109925.1,chr21,18686090,18686164,miRNA_primary_transcript,hsa-mir-548x,-,non-coding gene,198548.0
chr21,39380325,39515504,39380384,39515159,+,GET1-SH3BGR,NM_001350300.2,chr21,39447010,39447069,miRNA_primary_transcript,hsa-mir-6508,+,protein-coding gene,135179.0
chr21,40010998,40847158,40013033,40846661,-,DSCAM,NM_001389.5,chr21,40212352,40212431,miRNA_primary_transcript,hsa-mir-4760,-,protein-coding gene,836160.0
chr21,43444971,43659488,43460788,43658096,-,HSF2BP,XM_017028269.2,chr21,43609887,43609989,miRNA_primary_transcript,hsa-mir-6070,-,protein-coding gene,214517.0
chr21,45405164,45513720,45405230,45512398,+,COL18A1,NM_001379500.1,chr21,45478266,45478326,miRNA_primary_transcript,hsa-mir-6815,+,protein-coding gene,108556.0
chr21,41739372,41767052,41740837,41767041,-,RIPK4,NM_020639.3,chr21,41746772,41746841,miRNA_primary_transcript,hsa-mir-6814,-,protein-coding gene,27680.0
chr22,33066662,33920476,33920476,33920476,-,LARGE1,XR_007067993.1,chr22,33436582,33436669,miRNA_primary_transcript,hsa-mir-4764,-,non-coding gene,853814.0
chr22,50330773,50445090,50393749,50444247,+,PPP6R2,XM_047441654.1,chr22,50407442,50407524,miRNA_primary_transcript,hsa-mir-12114,+,protein-coding gene,114317.0
chr22,17787648,18024561,17790731,17906812,-,MICAL3,NM_015241.3,chr22,17980868,17980961,miRNA_primary_transcript,hsa-mir-648,-,protein-coding gene,236913.0
chr22,20017022,20067164,20036798,20064662,+,TANGO2,NM_001283179.3,chr22,20033139,20033220,miRNA_primary_transcript,hsa-mir-185,+,protein-coding gene,50142.0
chr22,29883173,30030868,29971059,30025801,+,MTMR3,NM_153051.3,chr22,30007049,30007113,miRNA_primary_transcript,hsa-mir-6818,+,protein-coding gene,147695.0
chr22,30693781,30907813,30694060,30906339,+,OSBP2,NM_001282738.2,chr22,30731557,30731641,miRNA_primary_transcript,hsa-mir-3200,+,protein-coding gene,214032.0
chr22,36281279,36387967,36282667,36349236,-,MYH9,NM_002473.6,chr22,36286847,36286907,miRNA_primary_transcript,hsa-mir-6819,-,protein-coding gene,106688.0
chr22,37953662,38041915,37953787,37972272,+,POLR2F,NM_001363825.1,chr22,37967563,37967624,miRNA_primary_transcript,hsa-mir-6820,+,protein-coding gene,88253.0
chr22,37953662,38041915,37953787,37972272,+,POLR2F,NM_001363825.1,chr22,37988794,37988853,miRNA_primary_transcript,hsa-mir-4534,+,protein-coding gene,88253.0
chr22,41244778,41302369,41246602,41281044,-,RANGAP1,NM_001317930.2,chr22,41252992,41253050,miRNA_primary_transcript,hsa-mir-6889,-,protein-coding gene,57591.0
chr22,45192243,45240894,45197175,45240703,-,KIAA0930,NM_001009880.2,chr22,45200954,45201019,miRNA_primary_transcript,hsa-mir-1249,-,protein-coding gene,48651.0
chr22,45671833,45812434,45672063,45812170,+,ATXN10,XM_047441314.1,chr22,45760524,45760598,miRNA_primary_transcript,hsa-mir-4762,+,protein-coding gene,140601.0
chr22,49414523,49657519,49657519,49657519,-,MIR3667HG,NR_110523.2,chr22,49543393,49543466,miRNA_primary_transcript,hsa-mir-3667,-,non-coding gene,242996.0
chr22,17734137,17773983,17735579,17773689,-,BID,NM_197966.3,chr22,17764180,17764259,miRNA_primary_transcript,hsa-mir-3198-1,-,protein-coding gene,39846.0
chr22,20111874,20115593,20112562,20114991,-,TRMT2A,XM_011530142.4,chr22,20114686,20114751,miRNA_primary_transcript,hsa-mir-6816,-,protein-coding gene,3719.0
chr22,20241414,20268318,20241710,20268092,-,RTN4R,NM_023004.6,chr22,20249134,20249211,miRNA_primary_transcript,hsa-mir-1286,-,protein-coding gene,26904.0
chr22,21652180,21662363,21662363,21662363,+,LOC107985532,NR_169731.1,chr22,21652981,21653058,miRNA_primary_transcript,hsa-mir-301b,+,non-coding gene,10183.0
chr22,25448086,25461678,25461678,25461678,+,CRYBB2P1,NR_033734.1,chr22,25455646,25455711,miRNA_primary_transcript,hsa-mir-6817,+,non-coding gene,13592.0
chr22,26521995,26565341,26528220,26547501,-,TPST2,XM_047441549.1,chr22,26555212,26555323,miRNA_primary_transcript,hsa-mir-548j,-,protein-coding gene,43346.0
chr22,27919375,27924963,27924963,27924963,+,TTC28-AS1,NR_026962.1,chr22,27920526,27920611,miRNA_primary_transcript,hsa-mir-3199-2,+,non-coding gene,5588.0
chr22,35299274,35347973,35317923,35347209,+,TOM1,NM_001135729.2,chr22,35335640,35335758,miRNA_primary_transcript,hsa-mir-3909,+,protein-coding gene,48699.0
